iata_code,type,name,scheduled_service
IXT,small_airport,Pasighat Airport,no
PAT,medium_airport,Jay Prakash Narayan Airport,yes
IXR,medium_airport,Birsa Munda Airport,yes
RRK,medium_airport,Rourkela Airport,no
RUP,small_airport,Rupsi Airport,no
TEI,small_airport,Tezu Airport,no
TEZ,medium_airport,Tezpur Airport,yes
VTZ,medium_airport,Visakhapatnam Airport,yes
ZER,medium_airport,Ziro Airport,no
RAD,seaplane_base,Road Town Seaplane Base,no
BZL,medium_airport,Barisal Airport,yes
CXB,medium_airport,Cox's Bazar Airport,yes
CLA,small_airport,Comilla Airport,no
CGP,medium_airport,Shah Amanat International Airport,yes
DAC,large_airport,Hazrat Shahjalal International Airport,yes
IRD,medium_airport,Ishurdi Airport,no
JSR,medium_airport,Jessore Airport,yes
RJH,medium_airport,Shah Mokhdum Airport,yes
SPD,medium_airport,Saidpur Airport,yes
TKR,small_airport,Thakurgaon Airport,no
ZHM,small_airport,Shamshernagar Airport,no
ZYL,medium_airport,Osmany International Airport,yes
HKG,large_airport,Hong Kong International Airport,yes
HHP,heliport,Shun Tak Heliport,yes
SPB,seaplane_base,Charlotte Amalie Harbor Seaplane Base,yes
SSB,seaplane_base,Christiansted Harbor Seaplane Base,yes
AGR,medium_airport,Agra Airport / Agra Air Force Station,yes
HRH,small_airport,Aligarh Airport,yes
IXD,medium_airport,Prayagraj Airport,yes
ATQ,medium_airport,Sri Guru Ram Dass Jee International Airport,yes
AIP,small_airport,Adampur Airport,yes
BKB,medium_airport,Nal Airport,no
KUU,medium_airport,Kullu Manali Airport,yes
BUP,medium_airport,Bhatinda Air Force Station,no
BEK,medium_airport,Bareilly Air Force Station,yes
IXC,medium_airport,Chandigarh International Airport,yes
KNU,medium_airport,Kanpur Airport,yes
DED,medium_airport,Dehradun Jolly Grant Airport,yes
DEL,large_airport,Indira Gandhi International Airport,yes
HDO,small_airport,Hindon Airport / Hindon Air Force Station,yes
DHM,medium_airport,Kangra Airport,yes
GWL,medium_airport,Gwalior Airport,yes
HSS,medium_airport,Hisar Airport,yes
JDH,medium_airport,Jodhpur Airport,yes
JAI,medium_airport,Jaipur International Airport,yes
JSA,medium_airport,Jaisalmer Airport,yes
IXJ,medium_airport,Jammu Airport,yes
KQH,medium_airport,Kishangarh Airport Ajmer,yes
KTU,medium_airport,Kota Airport,no
LUH,medium_airport,Ludhiana Airport,no
IXL,medium_airport,Leh Kushok Bakula Rimpochee Airport,yes
LKO,medium_airport,Chaudhary Charan Singh International Airport,yes
MZS,medium_airport,Moradabad Airport,yes
IXP,medium_airport,Pathankot Airport,yes
PGH,medium_airport,Pantnagar Airport,yes
SLV,small_airport,Shimla Airport,no
SWN,small_airport,Sarsawa Air Force Station,no
SXR,medium_airport,Sheikh ul Alam International Airport,yes
TNI,small_airport,Satna Airport,no
VSV,small_airport,Shravasti Airport,yes
VIV,small_airport,Vivigani Airfield,no
VJQ,small_airport,Gurue Airport,no
AOU,small_airport,Attopeu Airport,no
HOE,small_airport,Ban Huoeisay Airport,no
LPQ,medium_airport,Luang Phabang International Airport,yes
LXG,small_airport,Luang Namtha Airport,yes
ODY,small_airport,Oudomsay Airport,yes
PKZ,medium_airport,Pakse International Airport,yes
ZBY,small_airport,Sayaboury Airport,no
ZVK,medium_airport,Savannakhet Airport,no
NEU,medium_airport,Sam Neua Airport,no
VNA,small_airport,Salavan Airport,no
THK,small_airport,Thakhek Airport,no
VTE,medium_airport,Wattay International Airport,yes
XKH,small_airport,Xieng Khouang Airport,yes
XIE,small_airport,Xienglom Airport,no
VMI,medium_airport,Aeropuerto Nacional Doctor Juan Plate,no
MFM,large_airport,Macau International Airport,yes
BJH,small_airport,Bajhang Airport,no
BHP,small_airport,Bhojpur Airport,no
BGL,small_airport,Baglung Airport,no
BHR,small_airport,Bharatpur Airport,yes
BJU,small_airport,Bajura Airport,no
BIT,small_airport,Baitadi Airport,no
BWA,medium_airport,Gautam Buddha International Airport,yes
BDP,small_airport,Bhadrapur Airport,yes
DNP,small_airport,Tulsipur Airport,no
DHI,small_airport,Dhangarhi Airport,no
DAP,small_airport,Darchula Airport,no
DOP,small_airport,Dolpa Airport,yes
SIH,small_airport,Silgadi Doti Airport,yes
GKH,small_airport,Palungtar Airport,no
JIR,small_airport,Jiri Airport,no
JUM,small_airport,Jumla Airport,yes
JKR,medium_airport,Janakpur Airport,yes
JMO,small_airport,Jomsom Airport,yes
KTM,large_airport,Tribhuvan International Airport,yes
LDN,small_airport,Lamidanda Airport,no
LUA,small_airport,Lukla Airport,yes
LTG,small_airport,Langtang Airport,no
NGX,small_airport,Manang Airport,no
MEY,small_airport,Meghauli Airport,no
XMG,small_airport,Mahendranagar Airport,no
KEP,medium_airport,Nepalgunj Airport,yes
PKR,medium_airport,Pokhara Airport,yes
PPL,small_airport,Phaplu Airport,no
RJB,small_airport,Rajbiraj Airport,no
RHP,small_airport,Ramechhap Airport,no
RUK,small_airport,Rukum Chaurjahari Airport,no
RPA,small_airport,Rolpa Airport,no
RUM,small_airport,Rumjatar Airport,no
SYH,small_airport,Syangboche Airport,no
SIF,small_airport,Simara Airport,yes
SKH,small_airport,Surkhet Airport,yes
FEB,small_airport,Sanfebagar Airport,no
IMK,small_airport,Simikot Airport,yes
TPJ,medium_airport,Taplejung Airport,yes
TPU,small_airport,Tikapur Airport,no
TMI,small_airport,Tumling Tar Airport,yes
BIR,medium_airport,Biratnagar Airport,yes
AGX,medium_airport,Agatti Airport,yes
BEP,medium_airport,Bellary Airport,no
BLR,large_airport,Kempegowda International Airport,yes
IXX,medium_airport,Bidar Airport / Bidar Air Force Station,no
VGA,medium_airport,Vijayawada Airport,yes
CJB,medium_airport,Coimbatore International Airport,yes
COK,large_airport,Cochin International Airport,yes
CCJ,medium_airport,Calicut International Airport,yes
CDP,medium_airport,Kadapa Airport,yes
CBD,medium_airport,Car Nicobar Air Force Base,no
GOX,large_airport,Manohar International Airport,yes
GBI,small_airport,Kalaburagi Airport,yes
GOI,large_airport,Dabolim Airport,yes
HYD,large_airport,Rajiv Gandhi International Airport,yes
BPM,medium_airport,Begumpet Airport,no
VDY,small_airport,Jindal Vijaynagar Airport,no
CNN,medium_airport,Kannur International Airport,yes
KJB,medium_airport,Kurnool Airport,yes
IXM,medium_airport,Madurai Airport,yes
IXE,medium_airport,Mangalore International Airport,yes
MAA,large_airport,Chennai International Airport,yes
MYQ,small_airport,Mysore Airport,yes
NVY,small_airport,Neyveli Airport,no
IXZ,medium_airport,Veer Savarkar International Airport / INS Utkrosh,yes
PNY,medium_airport,Pondicherry Airport,yes
PUT,medium_airport,Sri Sathya Sai Airport,no
RMD,small_airport,Basanth Nagar Airport,no
RJA,medium_airport,Rajahmundry Airport,yes
SXV,medium_airport,Salem Airport,no
TJV,small_airport,Thanjavur Air Force Station,no
TCR,small_airport,Tuticorin Airport,yes
TIR,small_airport,Tirupati Airport,yes
TRZ,medium_airport,Tiruchirappalli International Airport,yes
TRV,large_airport,Thiruvananthapuram International Airport,yes
WGC,small_airport,Warangal Airport,no
BUT,small_airport,Bathpalathang Airport,yes
GLU,medium_airport,Gelephu Airport,no
PBH,medium_airport,Paro International Airport,yes
YON,small_airport,Yongphulla Airport,yes
HRF,small_airport,Hoarafushi Airport,yes
HDK,small_airport,Kulhudhuffushi Airport,yes
NMF,medium_airport,Maafaru International Airport,yes
IFU,small_airport,Ifuru Airport,no
DRV,small_airport,Dharavandhoo Airport,yes
FVM,small_airport,Fuvahmulah Airport,no
GAN,medium_airport,Gan International Airport,yes
HAQ,medium_airport,Hanimaadhoo Airport,yes
KDO,medium_airport,Kadhdhoo Airport,yes
MLE,large_airport,Malé International Airport,yes
GKK,small_airport,Kooddoo Airport,yes
KDM,medium_airport,Kaadedhdhoo Airport,yes
DDD,small_airport,Dhaalu Atoll Airport,no
VAM,medium_airport,Villa International Airport Maamigili,yes
TMF,small_airport,Thimarafushi Airport,yes
RUL,small_airport,Maavaarulaa Airport,yes
DMK,large_airport,Don Mueang International Airport,yes
KDT,medium_airport,Kamphaeng Saen Airport,no
KKM,medium_airport,Khok Kathiam Airport,no
TDX,medium_airport,Trat Airport,yes
BKK,large_airport,Suvarnabhumi Airport,yes
UTP,medium_airport,U-Tapao International Airport,yes
CNX,large_airport,Chiang Mai International Airport,yes
HGN,medium_airport,Mae Hong Son Airport,yes
PYY,small_airport,Pai Airport,no
LPT,medium_airport,Lampang Airport,yes
NNT,medium_airport,Nan Airport,yes
PRH,medium_airport,Phrae Airport,no
CEI,medium_airport,Mae Fah Luang - Chiang Rai International Airport,yes
PHY,medium_airport,Phetchabun Airport,yes
HHQ,medium_airport,Hua Hin Airport,yes
TKH,medium_airport,Takhli Airport,no
MAQ,medium_airport,Mae Sot Airport,yes
THS,medium_airport,Sukhothai Airport,yes
PHS,medium_airport,Phitsanulok Airport,yes
TKT,medium_airport,Tak Airport,no
URT,medium_airport,Surat Thani Airport,yes
NAW,medium_airport,Narathiwat Airport,yes
CJM,medium_airport,Chumphon Airport,yes
NST,medium_airport,Nakhon Si Thammarat Airport,yes
KBV,medium_airport,Krabi Airport,yes
SGZ,medium_airport,Songkhla Airport,no
PAN,medium_airport,Pattani Airport,no
USM,medium_airport,Samui Airport,yes
HKT,large_airport,Phuket International Airport,yes
UNN,medium_airport,Ranong Airport,yes
HDY,medium_airport,Hat Yai International Airport,yes
TST,medium_airport,Trang Airport,yes
UTH,medium_airport,Udon Thani Airport,yes
SNO,medium_airport,Sakon Nakhon Airport,yes
PXR,medium_airport,Surin Airport,yes
KKC,medium_airport,Khon Kaen Airport,yes
LOE,medium_airport,Loei Airport,yes
BFV,medium_airport,Buri Ram Airport,yes
NAK,medium_airport,Nakhon Ratchasima Airport,no
UBP,medium_airport,Ubon Ratchathani Airport,yes
ROI,medium_airport,Roi Et Airport,yes
KOP,medium_airport,Nakhon Phanom Airport,yes
VUU,small_airport,Mvuu Camp Airport,no
BMV,medium_airport,Buon Ma Thuot Airport,yes
VCL,small_airport,Chu Lai Airport,yes
HPH,medium_airport,Cat Bi International Airport,yes
CAH,medium_airport,Cà Mau Airport,yes
CXR,medium_airport,Cam Ranh International Airport / Cam Ranh Air Base,yes
VCS,medium_airport,Con Dao Airport,yes
VCA,medium_airport,Can Tho International Airport,yes
DIN,medium_airport,Dien Bien Phu Airport,yes
VDH,medium_airport,Dong Hoi Airport,yes
DLI,medium_airport,Lien Khuong Airport,yes
DAD,medium_airport,Da Nang International Airport,yes
VVN,small_airport,Las Malvinas/Echarate Airport,no
HAN,large_airport,Noi Bai International Airport,yes
SQH,small_airport,Na San Airport,no
HUI,medium_airport,Phu Bai International Airport,yes
UIH,medium_airport,Phu Cat Airport,yes
PXU,medium_airport,Pleiku Airport,yes
PQC,medium_airport,Phu Quoc International Airport,yes
PHA,small_airport,Phan Rang Airport,no
VKG,medium_airport,Rach Gia Airport,yes
TBB,medium_airport,Dong Tac Airport,yes
SGN,large_airport,Tan Son Nhat International Airport,yes
THD,small_airport,Tho Xuan Airport,yes
VDO,medium_airport,Van Don International Airport,yes
VII,medium_airport,Vinh Airport,yes
VTG,small_airport,Vung Tau Airport,no
VBA,small_airport,Ann Airport,no
NYU,small_airport,Bagan Airport,yes
BMO,small_airport,Banmaw Airport,yes
VBP,small_airport,Bokpyinn Airport,no
VBC,small_airport,Chanmyathazi Airport,no
TVY,medium_airport,Dawei Airport,yes
SRU,small_airport,Surbung Airport,no
GAW,small_airport,Gangaw Airport,no
GWA,small_airport,Gwa Airport,no
HEH,small_airport,Heho Airport,yes
HOX,small_airport,Hommalinn Airport,no
TIO,small_airport,Tilin Airport,no
KET,medium_airport,Kengtung Airport,yes
KHM,small_airport,Kanti Airport,yes
KMV,small_airport,Kalay Airport,no
KYP,medium_airport,Kyaukpyu Airport,yes
KAW,medium_airport,Kawthoung Airport,yes
KYT,small_airport,Kyauktu Airport,no
LIW,medium_airport,Loikaw Airport,yes
LSH,medium_airport,Lashio Airport,yes
MDL,large_airport,Mandalay International Airport,yes
MGZ,medium_airport,Myeik Airport,yes
MYT,medium_airport,Myitkyina Airport,yes
MNU,small_airport,Mawlamyine Airport,yes
MGU,small_airport,Manaung Airport,no
MOE,medium_airport,Momeik Airport,no
MOG,medium_airport,Mong Hsat Airport,yes
MGK,small_airport,Mong Tong Airport,no
MWQ,small_airport,Magway Airport,yes
NYW,small_airport,Monywar Airport,no
NMS,medium_airport,Namsang Airport,no
NYT,medium_airport,Nay Pyi Taw International Airport,yes
NMT,small_airport,Namtu Airport,no
PAA,small_airport,Hpa-N Airport,no
PAU,small_airport,Pauk Airport,no
BSX,small_airport,Pathein Airport,yes
PPU,small_airport,Hpapun Airport,no
PBU,medium_airport,Putao Airport,yes
PKK,small_airport,Pakhokku Airport,no
PRU,small_airport,Pyay Airport,no
AKY,medium_airport,Sittwe Airport,yes
SNW,medium_airport,Thandwe Airport,yes
THL,medium_airport,Tachileik Airport,yes
XYE,small_airport,Ye Airport,no
RGN,large_airport,Yangon International Airport,yes
FBS,seaplane_base,Friday Harbor Seaplane Base,yes
RSJ,seaplane_base,Rosario Seaplane Base,yes
LKE,seaplane_base,Kenmore Air Harbor Seaplane Base,yes
RCE,small_airport,Roche Harbor Airport,yes
TQQ,small_airport,Maranggo Airport,no
WSX,seaplane_base,Westsound/WSX Seaplane Base,yes
UPG,large_airport,Hasanuddin International Airport,yes
BIK,medium_airport,Frans Kaisiepo Airport,yes
ONI,small_airport,Moanamani Airport,no
FOO,small_airport,Kornasoren Airport,no
WET,small_airport,Deiyai / Waghete Baru Airport,no
NBX,medium_airport,Douw Aturure Airport,no
KBF,small_airport,Karubaga Airport,no
ILA,small_airport,Ilaga Airport,no
KOX,small_airport,Kokonao Airport,no
ZRI,medium_airport,Stevanus Rumbewas Airport,no
TIM,medium_airport,Mozes Kilangin Airport,yes
EWI,small_airport,Enarotali Airport,no
WAD,small_airport,Andriamena Airport,no
BMU,small_airport,Sultan Muhammad Salahuddin Airport,yes
DPS,large_airport,Denpasar I Gusti Ngurah Rai International Airport,yes
LOP,medium_airport,Lombok International Airport,yes
SWQ,small_airport,Sultan Muhammad Kaharuddin III Airport,yes
TMC,small_airport,Tambolaka Airport,yes
LYK,small_airport,Lunyuk Airport,no
WGP,small_airport,Umbu Mehang Kunda Airport,yes
BWX,small_airport,Banyuwangi Airport,yes
TTE,medium_airport,Sultan Babullah Airport,yes
SQN,small_airport,Emalamo Airport,no
OTI,medium_airport,Pitu Airport,no
TRT,medium_airport,Toraja Airport,yes
LLO,small_airport,Bua - Palopo Lagaligo Airport,yes
PLW,medium_airport,Mutiara - SIS Al-Jufrie Airport,yes
MJU,small_airport,Tampa Padang Airport,no
TLI,small_airport,Sultan Bantilan Airport,yes
MXB,small_airport,Andi Jemma Airport,no
PSJ,medium_airport,Kasiguncu Airport,no
OJU,small_airport,Tanjung Api Airport,yes
LUW,medium_airport,Syukuran Aminuddin Amir Airport,no
HMS,small_airport,Haji Muhammad Sidik Airport,yes
KLP,small_airport,Seruyan Kuala Pembuang Airport,yes
PKY,medium_airport,Tjilik Riwut Airport,yes
YIA,medium_airport,Yogyakarta International Airport,yes
CXP,medium_airport,Tunggul Wulung Airport,yes
PWL,small_airport,Jenderal Besar Soedirman Airport,no
KWB,small_airport,Dewadaru Airport,yes
BUI,small_airport,Bokondini Airport,yes
DRH,small_airport,Dabra Airport,no
BXM,small_airport,Batom Airport,no
ZRM,small_airport,Mararena Sarmi Airport,no
DJJ,large_airport,Dortheys Hiyo Eluay International Airport,yes
LHI,small_airport,Lereh Airport,no
LII,small_airport,Mulia Airport,no
OKL,medium_airport,Oksibil Airport,yes
SEH,small_airport,Senggeh Airport,no
MDP,small_airport,Mindiptana Airport,no
BXD,small_airport,Bade Airport,no
MKQ,medium_airport,Mopah International Airport,yes
KCD,small_airport,Kamur Airport,no
OKQ,small_airport,Okaba Airport,no
KEI,small_airport,Kepi Airport,no
ZEG,small_airport,Senggo Airport,no
TMH,medium_airport,Tanah Merah Airport,yes
GHS,small_airport,Melalan Airport,no
TJS,small_airport,Tanjung Harapan Airport,yes
DTD,small_airport,Datadawai Airport,yes
BPN,large_airport,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,yes
TRK,medium_airport,Juwata International Airport / Suharnoko Harbani AFB,yes
AAP,medium_airport,Aji Pangeran Tumenggung Pranoto International Airport,yes
BYQ,small_airport,Bunyu Airport,no
GLX,small_airport,Gamarmalamo Airport,no
PGQ,small_airport,Buli Airport,no
GTO,small_airport,Jalaluddin Airport,yes
NAH,medium_airport,Naha Airport,yes
LKM,small_airport,Bolaang Mongondow Airport,yes
GEB,small_airport,Gebe Airport,no
KAZ,small_airport,Kuabang Airport,no
MDC,medium_airport,Sam Ratulangi Airport,yes
MNA,small_airport,Melangguane Airport,no
BRG,small_airport,Siau/Sitaro Airport,no
MWS,small_airport,Indonesia Morowali Industrial Park (IMIP) Airport,no
IAX,small_airport,Miangas Airport,no
UOL,small_airport,Buol - Pogogul Airport,yes
BTW,small_airport,Bersujud Airport,yes
PKN,small_airport,Iskandar Airport,yes
KBU,small_airport,Gusti Syamsir Alam Airport,yes
TJG,medium_airport,Warukin Airport,yes
BDJ,medium_airport,Syamsudin Noor International Airport,yes
SMQ,small_airport,Sampit (Hasan) Airport,yes
TBM,small_airport,Tumbang Samba Airport,yes
AHI,small_airport,Amahai Airport,no
NDA,small_airport,Bandanaira Airport,no
DOB,small_airport,Rar Gwamar Airport,no
MAL,small_airport,"Mangole Airport, Falabisahaya",no
LUV,medium_airport,Karel Sadsuitubun Airport,yes
NRE,small_airport,Namrole Airport,no
LAH,small_airport,Oesman Sadik Airport,no
BJK,small_airport,Benjina Airport,no
NAM,medium_airport,Namniwel Airport,yes
AMQ,medium_airport,Pattimura International Airport,yes
TAX,small_airport,Taliabu Island Airport,no
WBA,small_airport,Wahai Airport,no
RTU,small_airport,Maratua Airport,no
LNU,small_airport,Robert Atty Bessing,yes
BEJ,medium_airport,Kalimarau Airport,yes
MLG,medium_airport,Abdul Rachman Saleh Airport,yes
CPF,small_airport,Ngloram Airport,no
JBB,small_airport,Notohadinegoro Airport,yes
JOG,medium_airport,Adisutjipto Airport,yes
SOC,medium_airport,Adisumarmo Airport,yes
SUB,large_airport,Juanda International Airport,yes
SRG,medium_airport,Achmad Yani Airport,yes
SUP,small_airport,Trunojoyo Airport,no
BXW,small_airport,Harun Thohir Airport,no
AYW,small_airport,Ayawasi Airport,no
NTI,small_airport,Stenkol Airport,no
RSK,small_airport,Abresso Airport,no
KEQ,small_airport,Kebar Airport,no
FKQ,medium_airport,Fakfak Airport,yes
INX,small_airport,Inanwatan Airport,no
KNG,medium_airport,Utarom Airport,yes
RDE,small_airport,Merdey Airport,no
RJM,small_airport,Marinda Airport,yes
BXB,medium_airport,Babo Airport,no
MKW,medium_airport,Rendani Airport,yes
SOQ,medium_airport,Domine Eduard Osok Airport,yes
TXM,small_airport,Teminabuan Airport,no
KBX,small_airport,Kambuaya Airport,no
WSR,small_airport,Wasior Airport,no
ABU,small_airport,AA Bere Tallo (Haliwen) Airport,yes
BJW,small_airport,Bajawa Soa (Turelelo) Airport,no
MOF,small_airport,Frans Xavier Seda Airport,yes
